WP_000280488	100.000	100	702	702	702	0.0	1461	MULTISPECIES: bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Enterobacteriaceae]
WP_222024371	99.858	100	702	702	702	0.0	1461	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
WP_000280490	99.858	100	702	702	702	0.0	1461	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
WP_048206899	99.858	100	702	702	702	0.0	1460	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
WP_257765528	99.858	100	702	702	702	0.0	1460	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
WP_438381951	99.858	100	702	702	702	0.0	1460	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
WP_061327024	99.858	100	702	702	702	0.0	1460	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
WP_197939709	99.858	100	702	702	702	0.0	1460	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
WP_086218332	99.858	100	702	702	702	0.0	1460	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
WP_215259983	99.858	100	702	702	702	0.0	1460	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
WP_232586189	99.858	100	702	702	702	0.0	1460	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
WP_156836928	99.858	100	702	702	702	0.0	1460	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
WP_137586839	99.858	100	702	702	702	0.0	1460	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
WP_061352649	99.858	100	702	702	702	0.0	1460	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
WP_226126010	99.858	100	702	702	702	0.0	1460	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
WP_072770494	99.858	100	702	702	702	0.0	1460	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
WP_112025265	99.858	100	702	702	702	0.0	1460	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
WP_167789956	99.858	100	702	702	702	0.0	1460	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
WP_281107192	100.000	100	702	702	713	0.0	1460	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase, partial [Escherichia coli]
WP_088144486	99.858	100	702	702	702	0.0	1460	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
WP_001428456	99.858	100	702	702	702	0.0	1460	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
WP_000280486	99.858	100	702	702	702	0.0	1460	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
WP_262239652	99.858	100	702	702	702	0.0	1460	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
WP_119172082	99.858	100	702	702	702	0.0	1460	MULTISPECIES: bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Enterobacteriaceae]
WP_180491055	99.858	100	702	702	702	0.0	1460	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
WP_146883688	99.858	100	702	702	702	0.0	1460	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
WP_427879605	99.858	100	702	702	702	0.0	1460	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
WP_271095375	99.858	100	702	702	702	0.0	1460	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
WP_236929414	99.858	100	702	702	702	0.0	1460	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
WP_042100194	99.858	100	702	702	702	0.0	1460	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
WP_447230521	99.858	100	702	702	702	0.0	1460	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
WP_336477956	99.858	100	702	702	702	0.0	1460	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
WP_021547786	99.858	100	702	702	702	0.0	1460	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
WP_421503736	99.858	100	702	702	702	0.0	1460	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
WP_096217214	99.858	100	702	702	702	0.0	1460	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
WP_000280487	99.858	100	702	702	702	0.0	1460	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
WP_133265548	99.858	100	702	702	702	0.0	1460	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
WP_137537778	99.858	100	702	702	702	0.0	1460	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
WP_125272956	99.858	100	702	702	702	0.0	1460	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
WP_265932452	99.858	100	702	702	702	0.0	1460	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
WP_105458627	99.858	100	702	702	702	0.0	1460	MULTISPECIES: bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia]
WP_102597120	99.858	100	702	702	702	0.0	1460	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
WP_114401199	99.858	100	702	702	702	0.0	1460	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
WP_438392786	99.858	100	702	702	702	0.0	1460	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
WP_140553651	99.858	100	702	702	702	0.0	1460	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
WP_242428660	99.858	100	702	702	702	0.0	1460	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
WP_096900503	99.858	100	702	702	702	0.0	1460	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
WP_225402825	99.858	100	702	702	702	0.0	1460	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
WP_277109161	99.858	100	702	702	702	0.0	1460	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
WP_112047247	99.858	100	702	702	702	0.0	1460	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
WP_367172567	99.858	100	702	702	702	0.0	1460	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
WP_073461622	99.858	100	702	702	702	0.0	1460	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
WP_465022784	99.858	100	702	702	702	0.0	1460	N/A
WP_137526244	99.858	100	702	702	702	0.0	1460	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
WP_217293746	99.858	100	702	702	702	0.0	1460	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
WP_039000542	99.858	100	702	702	702	0.0	1460	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
WP_252672151	99.858	100	702	702	702	0.0	1460	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
WP_113350265	99.858	100	702	702	702	0.0	1460	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
WP_227465004	99.858	100	702	702	702	0.0	1460	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
WP_000280492	99.858	100	702	702	702	0.0	1459	MULTISPECIES: bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Enterobacteriaceae]
WP_169757875	99.858	100	702	702	702	0.0	1459	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
WP_409023682	99.858	100	702	702	702	0.0	1459	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
WP_315650858	99.858	100	702	702	702	0.0	1459	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Escherichia coli]
